"Plot Title: Pink"
"#","Date Time, GMT-07:00","Low Range, μS/cm (LGR S/N: 20414841, SEN S/N: 20414841)","Temp, °C (LGR S/N: 20414841, SEN S/N: 20414841)"
490,09/28/18 07:08:09 AM,0.4,13.70
491,09/28/18 07:08:10 AM,1.0,13.69
492,09/28/18 07:08:11 AM,0.4,13.69
493,09/28/18 07:08:12 AM,1.0,13.70
494,09/28/18 07:08:13 AM,1.0,13.67
495,09/28/18 07:08:14 AM,1.0,13.67
496,09/28/18 07:08:15 AM,1.0,13.67
497,09/28/18 07:08:16 AM,1.0,13.68
498,09/28/18 07:08:17 AM,1.1,13.67
499,09/28/18 07:08:18 AM,0.4,13.67
500,09/28/18 07:08:19 AM,1.0,13.67
501,09/28/18 07:08:20 AM,1.0,13.65
502,09/28/18 07:08:21 AM,1.1,13.65
503,09/28/18 07:08:22 AM,1.0,13.64
504,09/28/18 07:08:23 AM,0.5,13.63
505,09/28/18 07:08:24 AM,0.4,13.62
506,09/28/18 07:08:25 AM,1.0,13.63
507,09/28/18 07:08:26 AM,1.1,13.64
508,09/28/18 07:08:27 AM,1.0,13.64
509,09/28/18 07:08:28 AM,1.1,13.63
510,09/28/18 07:08:29 AM,1.1,13.63
511,09/28/18 07:08:30 AM,1.0,13.63
512,09/28/18 07:08:31 AM,1.1,13.62
513,09/28/18 07:08:32 AM,1.0,13.64
514,09/28/18 07:08:33 AM,1.0,13.63
515,09/28/18 07:08:34 AM,1.0,13.62
516,09/28/18 07:08:35 AM,0.4,13.61
517,09/28/18 07:08:36 AM,1.1,13.61
518,09/28/18 07:08:37 AM,1.0,13.61
519,09/28/18 07:08:38 AM,1.0,13.60
520,09/28/18 07:08:39 AM,1.0,13.58
521,09/28/18 07:08:40 AM,0.4,13.58
522,09/28/18 07:08:41 AM,1.0,13.58
523,09/28/18 07:08:42 AM,1.0,13.57
524,09/28/18 07:08:43 AM,1.0,13.56
525,09/28/18 07:08:44 AM,1.0,13.56
526,09/28/18 07:08:45 AM,1.0,13.57
527,09/28/18 07:08:46 AM,1.0,13.57
528,09/28/18 07:08:47 AM,1.0,13.56
529,09/28/18 07:08:48 AM,1.0,13.56
530,09/28/18 07:08:49 AM,1.0,13.55
531,09/28/18 07:08:50 AM,1.0,13.56
532,09/28/18 07:08:51 AM,1.0,13.57
533,09/28/18 07:08:52 AM,1.0,13.58
534,09/28/18 07:08:53 AM,1.0,13.58
535,09/28/18 07:08:54 AM,1.0,13.58
536,09/28/18 07:08:55 AM,1.1,13.58
537,09/28/18 07:08:56 AM,0.4,13.57
538,09/28/18 07:08:57 AM,1.0,13.57
539,09/28/18 07:08:58 AM,1.0,13.57
540,09/28/18 07:08:59 AM,1.1,13.58
541,09/28/18 07:09:00 AM,0.4,13.57
542,09/28/18 07:09:01 AM,1.0,13.58
543,09/28/18 07:09:02 AM,0.4,13.58
544,09/28/18 07:09:03 AM,0.4,13.57
